,Name,Age,Gender,Race
3206,26_1_0_20170116233751506.jpg,26.0,1.0,0.0
20288,38_1_0_20170117130939679.jpg,38.0,1.0,0.0
18937,37_0_0_20170120221604091.jpg,37.0,0.0,0.0
8486,76_0_4_20170111222611809.jpg,76.0,0.0,4.0
8709,34_0_1_20170117165134738.jpg,34.0,0.0,1.0
2220,1_0_0_20170110211538942.jpg,1.0,0.0,0.0
212,4_1_4_20161223230002625.jpg,4.0,1.0,4.0
4882,28_1_3_20170109132749602.jpg,28.0,1.0,3.0
11169,2_0_2_20161219203047420.jpg,2.0,0.0,2.0
17002,80_0_0_20170120223453237.jpg,80.0,0.0,0.0
7278,50_0_3_20170119205530376.jpg,50.0,0.0,3.0
6956,32_0_0_20170117130014250.jpg,32.0,0.0,0.0
12948,30_1_3_20170116185958458.jpg,30.0,1.0,3.0
16353,26_0_0_20170117171750643.jpg,26.0,0.0,0.0
9369,62_0_3_20170104212109387.jpg,62.0,0.0,3.0
20740,34_1_1_20170115235526613.jpg,34.0,1.0,1.0
3273,25_1_0_20170117151432922.jpg,25.0,1.0,0.0
4713,78_0_0_20170111221840478.jpg,78.0,0.0,0.0
19505,26_0_0_20170117171714931.jpg,26.0,0.0,0.0
21926,29_1_1_20170113005659333.jpg,29.0,1.0,1.0
10207,2_1_1_20170109194445412.jpg,2.0,1.0,1.0
15669,27_0_2_20170116184846062.jpg,27.0,0.0,2.0
7911,29_1_4_20170103235218684.jpg,29.0,1.0,4.0
2764,27_1_2_20170116163601765.jpg,27.0,1.0,2.0
15104,50_0_0_20170104211603916.jpg,50.0,0.0,0.0
16831,1_1_2_20161219222154119.jpg,1.0,1.0,2.0
21247,14_0_0_2017011022340900.jpg,14.0,0.0,0.0
17624,12_0_3_20170104225802393.jpg,12.0,0.0,3.0
17046,1_0_4_20161221202206568.jpg,1.0,0.0,4.0
9333,31_1_4_20170103182224513.jpg,31.0,1.0,4.0
8032,26_0_4_20170117153025829.jpg,26.0,0.0,4.0
2097,40_0_0_20170117120418754.jpg,40.0,0.0,0.0
7266,34_1_4_20170103230336761.jpg,34.0,1.0,4.0
22360,28_0_4_20170103235814852.jpg,28.0,0.0,4.0
4311,58_0_2_20170112222056864.jpg,58.0,0.0,2.0
15737,26_0_1_20170116182254548.jpg,26.0,0.0,1.0
7393,35_1_1_20170116160205469.jpg,35.0,1.0,1.0
4906,80_0_0_20170111200927317.jpg,80.0,0.0,0.0
12477,10_0_3_20161220215952636.jpg,10.0,0.0,3.0
3315,58_0_0_20170111205311209.jpg,58.0,0.0,0.0
2554,72_1_0_20170110153733573.jpg,72.0,1.0,0.0
4621,37_0_3_20170119202304167.jpg,37.0,0.0,3.0
22554,26_1_2_20170116184148142.jpg,26.0,1.0,2.0
6536,72_0_0_20170111221724508.jpg,72.0,0.0,0.0
3713,30_0_2_20170116163631134.jpg,30.0,0.0,2.0
11466,26_1_1_20170116163959449.jpg,26.0,1.0,1.0
7500,52_0_0_20170103183600794.jpg,52.0,0.0,0.0
2607,85_1_0_20170110183520442.jpg,85.0,1.0,0.0
19699,75_0_0_20170111204138781.jpg,75.0,0.0,0.0
16453,2_1_4_20161221195222927.jpg,2.0,1.0,4.0
19029,25_1_1_20170117151909157.jpg,25.0,1.0,1.0
12035,22_1_3_20170104222126558.jpg,22.0,1.0,3.0
3799,84_0_1_20170117192953555.jpg,84.0,0.0,1.0
20991,60_0_0_20170120223043268.jpg,60.0,0.0,0.0
19773,34_0_0_20170119200810940.jpg,34.0,0.0,0.0
8323,65_0_0_20170116233734186.jpg,65.0,0.0,0.0
12503,30_1_1_20170112210348446.jpg,30.0,1.0,1.0
793,34_0_3_20170119152305846.jpg,34.0,0.0,3.0
8896,69_0_0_20170116193756964.jpg,69.0,0.0,0.0
2088,26_1_3_20170119193117522.jpg,26.0,1.0,3.0
21939,1_0_0_20170109194225586.jpg,1.0,0.0,0.0
14366,40_0_0_20170117134704557.jpg,40.0,0.0,0.0
9336,10_0_4_20170103201924664.jpg,10.0,0.0,4.0
10403,61_0_1_20170111203344701.jpg,61.0,0.0,1.0
14040,30_0_2_20170113132649300.jpg,30.0,0.0,2.0
3424,23_1_3_20170119164501885.jpg,23.0,1.0,3.0
19791,21_1_3_20170104222111271.jpg,21.0,1.0,3.0
13866,2_1_2_20161219153759916.jpg,2.0,1.0,2.0
21916,51_1_3_20170109142417013.jpg,51.0,1.0,3.0
2477,31_1_0_20170117182013925.jpg,31.0,1.0,0.0
12627,45_0_3_20170119171404704.jpg,45.0,0.0,3.0
15609,2_0_2_20161219202702788.jpg,2.0,0.0,2.0
9935,28_1_0_20170117204457679.jpg,28.0,1.0,0.0
19546,51_0_0_20170109011802151.jpg,51.0,0.0,0.0
2561,29_1_3_20170119195529348.jpg,29.0,1.0,3.0
12783,20_1_1_20170116214348718.jpg,20.0,1.0,1.0
13204,90_1_0_20170120225510266.jpg,90.0,1.0,0.0
21438,16_0_4_20170103233832570.jpg,16.0,0.0,4.0
997,32_1_1_20170113005606791.jpg,32.0,1.0,1.0
18651,14_0_0_20170102234323550.jpg,14.0,0.0,0.0
12602,31_0_4_20170105161451773.jpg,31.0,0.0,4.0
5199,35_0_2_20170116182439096.jpg,35.0,0.0,2.0
13958,29_1_1_20170117193933170.jpg,29.0,1.0,1.0
12249,52_0_0_20170104204156747.jpg,52.0,0.0,0.0
14969,43_0_0_20170117155102419.jpg,43.0,0.0,0.0
21295,30_1_2_20170116163642750.jpg,30.0,1.0,2.0
22718,26_1_1_20170116233048680.jpg,26.0,1.0,1.0
23519,54_0_3_20170119210113528.jpg,54.0,0.0,3.0
16726,37_0_3_20170119194717603.jpg,37.0,0.0,3.0
6416,53_0_0_20170117163654249.jpg,53.0,0.0,0.0
13879,45_1_0_20170117135048155.jpg,45.0,1.0,0.0
1153,11_0_0_20170110225254975.jpg,11.0,0.0,0.0
19936,25_1_3_20170117152000516.jpg,25.0,1.0,3.0
3348,42_0_1_20170117142655442.jpg,42.0,0.0,1.0
11471,65_0_2_20170112224011835.jpg,65.0,0.0,2.0
16340,18_1_0_20170109214610454.jpg,18.0,1.0,0.0
2940,54_0_0_20170104184100878.jpg,54.0,0.0,0.0
23400,31_0_3_20170119195952148.jpg,31.0,0.0,3.0
18180,64_0_4_20170103184049701.jpg,64.0,0.0,4.0
3711,20_0_0_20170105161704786.jpg,20.0,0.0,0.0
3534,32_1_0_20170117134808277.jpg,32.0,1.0,0.0
18328,37_0_0_20170117145704297.jpg,37.0,0.0,0.0
9284,1_1_0_20170109194038813.jpg,1.0,1.0,0.0
18060,23_1_2_20170102235032243.jpg,23.0,1.0,2.0
7787,40_1_1_20170113001728994.jpg,40.0,1.0,1.0
22792,15_1_0_20170109213537150.jpg,15.0,1.0,0.0
10425,40_0_1_20170113152103014.jpg,40.0,0.0,1.0
20090,50_0_0_20170116192855160.jpg,50.0,0.0,0.0
15398,25_0_1_20170113134142538.jpg,25.0,0.0,1.0
17833,34_1_1_20170117022208457.jpg,34.0,1.0,1.0
4363,14_1_0_20170109204131257.jpg,14.0,1.0,0.0
2284,50_0_3_20170119201854301.jpg,50.0,0.0,3.0
1588,55_0_3_20170119201207516.jpg,55.0,0.0,3.0
5795,26_1_0_20170117003146021.jpg,26.0,1.0,0.0
20328,24_1_3_20170119171108432.jpg,24.0,1.0,3.0
18496,55_0_0_20170117155215077.jpg,55.0,0.0,0.0
22776,27_1_1_20170116214220570.jpg,27.0,1.0,1.0
8299,2_0_2_20161219212235749.jpg,2.0,0.0,2.0
960,29_1_2_20170116172543850.jpg,29.0,1.0,2.0
14393,54_0_2_20170112222125722.jpg,54.0,0.0,2.0
11479,32_0_0_20170117091009872.jpg,32.0,0.0,0.0
10065,18_1_0_20170109214512153.jpg,18.0,1.0,0.0
16773,28_0_3_20170105175516710.jpg,28.0,0.0,3.0
21931,61_0_0_20170104185643766.jpg,61.0,0.0,0.0
13689,53_0_4_20170104184621374.jpg,53.0,0.0,4.0
18274,5_0_0_20170110213357051.jpg,5.0,0.0,0.0
8876,30_1_0_20170117140139022.jpg,30.0,1.0,0.0
16517,12_1_0_20170109204113685.jpg,12.0,1.0,0.0
15050,1_0_2_20161219155349310.jpg,1.0,0.0,2.0
9388,34_0_1_20170117010655969.jpg,34.0,0.0,1.0
13839,68_0_3_20170119152352911.jpg,68.0,0.0,3.0
18423,41_1_4_20170104204946628.jpg,41.0,1.0,4.0
16549,30_1_0_20170117143843323.jpg,30.0,1.0,0.0
17369,24_1_3_20170104231950346.jpg,24.0,1.0,3.0
7848,34_0_2_20170105173426253.jpg,34.0,0.0,2.0
13561,24_0_1_20170116163437875.jpg,24.0,0.0,1.0
16561,32_0_4_20170103235323876.jpg,32.0,0.0,4.0
1453,60_1_1_20170113005740542.jpg,60.0,1.0,1.0
19082,35_1_1_20170112210403180.jpg,35.0,1.0,1.0
1158,21_0_4_20161223214821265.jpg,21.0,0.0,4.0
10788,35_0_0_20170117135217922.jpg,35.0,0.0,0.0
10073,1_0_0_20170110212758683.jpg,1.0,0.0,0.0
10826,21_1_3_20170119155649546.jpg,21.0,1.0,3.0
14628,34_0_0_20170109002826967.jpg,34.0,0.0,0.0
10570,1_0_3_20161219224713216.jpg,1.0,0.0,3.0
18959,60_0_0_20170104212943692.jpg,60.0,0.0,0.0
4676,15_0_0_20170110232331351.jpg,15.0,0.0,0.0
19914,56_1_0_20170103162933143.jpg,56.0,1.0,0.0
16275,26_1_2_20170116184146454.jpg,26.0,1.0,2.0
16072,17_1_1_20170116234754901.jpg,17.0,1.0,1.0
1915,28_1_2_20170116192106479.jpg,28.0,1.0,2.0
20425,26_0_1_20170116200951477.jpg,26.0,0.0,1.0
14773,26_0_0_20170117195617829.jpg,26.0,0.0,0.0
9757,42_1_0_20170117203930783.jpg,42.0,1.0,0.0
22353,9_0_0_20170120133313910.jpg,9.0,0.0,0.0
13089,60_0_0_20170104170240505.jpg,60.0,0.0,0.0
12465,26_1_3_20170119180415252.jpg,26.0,1.0,3.0
12856,35_0_0_20170117191910468.jpg,35.0,0.0,0.0
10361,10_1_2_20170104022216669.jpg,10.0,1.0,2.0
3176,61_0_1_20170117193718791.jpg,61.0,0.0,1.0
15631,23_1_0_20170117144809468.jpg,23.0,1.0,0.0
6764,60_0_3_20170119205949319.jpg,60.0,0.0,3.0
9800,27_1_0_20170103180241879.jpg,27.0,1.0,0.0
9704,62_0_0_20170111210223707.jpg,62.0,0.0,0.0
10895,26_0_0_20170116210147173.jpg,26.0,0.0,0.0
11707,10_0_0_20170110220644705.jpg,10.0,0.0,0.0
19202,18_0_0_20170117140123048.jpg,18.0,0.0,0.0
3525,28_0_3_20170119194554827.jpg,28.0,0.0,3.0
14710,47_0_0_20170104202550449.jpg,47.0,0.0,0.0
18675,35_1_0_20170117142830378.jpg,35.0,1.0,0.0
3800,2_0_3_20161219225440088.jpg,2.0,0.0,3.0
13868,78_1_0_20170120230525666.jpg,78.0,1.0,0.0
6520,8_1_0_20170109204756399.jpg,8.0,1.0,0.0
21530,65_1_0_20170110175818279.jpg,65.0,1.0,0.0
23144,47_0_0_20170105173110477.jpg,47.0,0.0,0.0
19163,70_0_1_20170117173252160.jpg,70.0,0.0,1.0
12596,29_0_1_20170117103814669.jpg,29.0,0.0,1.0
968,3_0_3_20161220145539630.jpg,3.0,0.0,3.0
13620,58_0_0_20170104185347134.jpg,58.0,0.0,0.0
5191,15_1_0_20170109213421667.jpg,15.0,1.0,0.0
16658,25_1_0_20170113005444622.jpg,25.0,1.0,0.0
8028,15_1_0_20170103200925950.jpg,15.0,1.0,0.0
366,37_1_0_20170117160423705.jpg,37.0,1.0,0.0
22238,28_1_1_20170117121917805.jpg,28.0,1.0,1.0
16819,22_0_0_20170117135034534.jpg,22.0,0.0,0.0
15413,36_1_0_20170113010354991.jpg,36.0,1.0,0.0
23010,27_0_1_20170116220626107.jpg,27.0,0.0,1.0
11038,30_1_3_20170117132645658.jpg,30.0,1.0,3.0
6081,26_0_1_20170116205225231.jpg,26.0,0.0,1.0
1964,30_0_3_20170117151144661.jpg,30.0,0.0,3.0
1840,48_1_1_20170110120129624.jpg,48.0,1.0,1.0
15821,26_0_0_20170117171705044.jpg,26.0,0.0,0.0
14354,26_1_0_20170117175317465.jpg,26.0,1.0,0.0
12812,37_0_0_20170117171523531.jpg,37.0,0.0,0.0
11861,60_1_0_20170110141023577.jpg,60.0,1.0,0.0
2666,35_0_1_20170116194427309.jpg,35.0,0.0,1.0
21550,15_1_4_20170103200935782.jpg,15.0,1.0,4.0
6173,32_0_0_20170113142132251.jpg,32.0,0.0,0.0
1927,75_0_0_20170111202232554.jpg,75.0,0.0,0.0
7462,40_0_3_20170104201852330.jpg,40.0,0.0,3.0
20123,26_0_1_20170113151548832.jpg,26.0,0.0,1.0
9941,45_1_1_20170112215309242.jpg,45.0,1.0,1.0
21725,2_0_0_20170110212905173.jpg,2.0,0.0,0.0
8985,90_0_2_20170112224517852.jpg,90.0,0.0,2.0
13734,50_0_0_20170120221659635.jpg,50.0,0.0,0.0
22490,21_1_2_20170116171146065.jpg,21.0,1.0,2.0
9755,28_0_0_20170117120912350.jpg,28.0,0.0,0.0
12877,35_0_2_20170116191853753.jpg,35.0,0.0,2.0
3929,2_1_2_20161219151217243.jpg,2.0,1.0,2.0
5397,63_0_0_20170113210318902.jpg,63.0,0.0,0.0
3850,34_0_3_20170119165709773.jpg,34.0,0.0,3.0
6492,1_1_3_20161219225515600.jpg,1.0,1.0,3.0
325,54_0_0_20170111205229923.jpg,54.0,0.0,0.0
17291,1_1_2_20161219194531091.jpg,1.0,1.0,2.0
2033,8_1_0_20170109202858319.jpg,8.0,1.0,0.0
3356,21_0_1_20170114032058290.jpg,21.0,0.0,1.0
5091,55_1_0_20170113001632108.jpg,55.0,1.0,0.0
13501,25_1_0_20170116212058157.jpg,25.0,1.0,0.0
19939,60_1_0_20170110151345930.jpg,60.0,1.0,0.0
16015,45_0_4_20170104200726522.jpg,45.0,0.0,4.0
2091,35_1_3_20170117183045293.jpg,35.0,1.0,3.0
17111,1_0_0_20161219191012803.jpg,1.0,0.0,0.0
1847,16_1_0_20170104013530988.jpg,16.0,1.0,0.0
9501,29_1_0_20170117180955948.jpg,29.0,1.0,0.0
21626,29_1_1_20170113000632601.jpg,29.0,1.0,1.0
1187,4_0_3_20161220221755018.jpg,4.0,0.0,3.0
3407,27_1_0_20170117150919860.jpg,27.0,1.0,0.0
1466,21_1_2_20170116171010589.jpg,21.0,1.0,2.0
4187,36_0_4_20170117140440824.jpg,36.0,0.0,4.0
21708,39_0_1_20170113135726002.jpg,39.0,0.0,1.0
20744,29_1_3_20170104232524938.jpg,29.0,1.0,3.0
20835,23_1_0_20170104021538021.jpg,23.0,1.0,0.0
17164,1_1_0_20170109191440780.jpg,1.0,1.0,0.0
10434,25_1_2_20170104200556817.jpg,25.0,1.0,2.0
16671,27_0_0_20170116220751583.jpg,27.0,0.0,0.0
21745,45_0_3_20170117165700077.jpg,45.0,0.0,3.0
4491,1_1_0_20170109191449860.jpg,1.0,1.0,0.0
1736,60_1_0_20170110140806978.jpg,60.0,1.0,0.0
19838,24_0_1_20170114030108935.jpg,24.0,0.0,1.0
19193,39_1_3_20170109141053796.jpg,39.0,1.0,3.0
16092,35_1_1_20170117154137390.jpg,35.0,1.0,1.0
2127,26_0_1_20170117003155908.jpg,26.0,0.0,1.0
16463,25_1_3_20170104232048826.jpg,25.0,1.0,3.0
1139,58_0_0_20170111222133830.jpg,58.0,0.0,0.0
13223,60_0_0_20170104213241125.jpg,60.0,0.0,0.0
23463,43_0_0_20170117155054004.jpg,43.0,0.0,0.0
10432,39_0_1_20170116001219696.jpg,39.0,0.0,1.0
12176,2_1_2_20161219192330594.jpg,2.0,1.0,2.0
17293,37_0_1_20170116030128110.jpg,37.0,0.0,1.0
17844,23_1_0_20170117144933457.jpg,23.0,1.0,0.0
2591,38_0_0_20170104200835937.jpg,38.0,0.0,0.0
13372,32_1_2_20170116164625227.jpg,32.0,1.0,2.0
19039,25_0_0_20170117135652264.jpg,25.0,0.0,0.0
12861,15_0_0_20170110232311158.jpg,15.0,0.0,0.0
7063,2_1_2_20161219211744478.jpg,2.0,1.0,2.0
14515,3_1_0_20170109192346475.jpg,3.0,1.0,0.0
3149,8_0_0_20170110220138938.jpg,8.0,0.0,0.0
7938,50_1_0_20170104165050048.jpg,50.0,1.0,0.0
254,12_1_2_20170103201240488.jpg,12.0,1.0,2.0
22817,6_0_3_20161220222811027.jpg,6.0,0.0,3.0
7132,29_1_3_20170119195530916.jpg,29.0,1.0,3.0
22899,26_1_2_20170116184134921.jpg,26.0,1.0,2.0
12880,45_0_0_20170104211648292.jpg,45.0,0.0,0.0
571,29_1_2_20170116174619470.jpg,29.0,1.0,2.0
10224,10_0_0_20170110224223937.jpg,10.0,0.0,0.0
17742,53_1_0_20170105163430701.jpg,53.0,1.0,0.0
21912,35_0_1_20170117143129752.jpg,35.0,0.0,1.0
5984,28_0_0_20170117202330366.jpg,28.0,0.0,0.0
22474,26_0_1_20170113134356512.jpg,26.0,0.0,1.0
10988,55_1_0_20170120222035182.jpg,55.0,1.0,0.0
3873,4_1_4_20170103210349522.jpg,4.0,1.0,4.0
21499,18_1_0_20170109212914272.jpg,18.0,1.0,0.0
13542,78_0_0_20170111221952212.jpg,78.0,0.0,0.0
15845,1_1_0_20170109190844250.jpg,1.0,1.0,0.0
130,22_1_4_20170117193958245.jpg,22.0,1.0,4.0
646,29_0_0_20170117180857403.jpg,29.0,0.0,0.0
4652,1_1_0_20170109192015845.jpg,1.0,1.0,0.0
1920,31_0_1_20170117021841979.jpg,31.0,0.0,1.0
16292,82_1_0_20170110141214048.jpg,82.0,1.0,0.0
9592,67_0_3_20170105181005916.jpg,67.0,0.0,3.0
12719,24_1_2_20170116171024225.jpg,24.0,1.0,2.0
10216,37_0_0_20170117120539886.jpg,37.0,0.0,0.0
22440,4_1_2_20161219195237635.jpg,4.0,1.0,2.0
22059,26_1_1_20170116162413262.jpg,26.0,1.0,1.0
8922,62_1_0_20170116184028385.jpg,62.0,1.0,0.0
13871,3_0_2_20161219151938084.jpg,3.0,0.0,2.0
16033,24_0_2_20170112003933482.jpg,24.0,0.0,2.0
21783,24_0_2_20170116172146677.jpg,24.0,0.0,2.0
2230,13_1_0_20170109201615837.jpg,13.0,1.0,0.0
12573,40_0_0_20170116010717610.jpg,40.0,0.0,0.0
2044,90_0_0_20170117174931541.jpg,90.0,0.0,0.0
19834,27_0_0_20170117175813577.jpg,27.0,0.0,0.0
22198,22_1_3_20170104223113527.jpg,22.0,1.0,3.0
13452,25_1_1_20170116001332046.jpg,25.0,1.0,1.0
875,50_1_0_20170113000711114.jpg,50.0,1.0,0.0
14652,30_0_3_20170117144301762.jpg,30.0,0.0,3.0
8602,35_1_1_20170113001650939.jpg,35.0,1.0,1.0
524,40_0_0_20170113184131287.jpg,40.0,0.0,0.0
2290,35_0_0_20170117114924356.jpg,35.0,0.0,0.0
12575,49_1_0_20170117160556897.jpg,49.0,1.0,0.0
7161,37_1_1_20170116021920799.jpg,37.0,1.0,1.0
22221,60_1_1_20170113185146864.jpg,60.0,1.0,1.0
2163,67_0_2_20170112224629884.jpg,67.0,0.0,2.0
15949,34_0_0_20170103182639105.jpg,34.0,0.0,0.0
6057,25_0_3_20170119171147449.jpg,25.0,0.0,3.0
7800,35_0_2_20170104023316343.jpg,35.0,0.0,2.0
11301,4_0_0_20170110213441609.jpg,4.0,0.0,0.0
11611,32_0_1_20170113001322715.jpg,32.0,0.0,1.0
20723,1_1_4_20161221195439775.jpg,1.0,1.0,4.0
21703,1_1_2_20161219194839971.jpg,1.0,1.0,2.0
21090,30_1_1_20170117143817409.jpg,30.0,1.0,1.0
9674,36_0_3_20170119183536726.jpg,36.0,0.0,3.0
703,65_0_0_20170120223009912.jpg,65.0,0.0,0.0
10358,43_0_0_20170104210217699.jpg,43.0,0.0,0.0
10027,1_0_4_20161221201909505.jpg,1.0,0.0,4.0
8792,35_1_0_20170120220833948.jpg,35.0,1.0,0.0
3239,25_1_2_20170104020655188.jpg,25.0,1.0,2.0
478,38_0_0_20170116001012194.jpg,38.0,0.0,0.0
19377,1_1_0_20161219205529388.jpg,1.0,1.0,0.0
5046,52_0_0_20170117161010863.jpg,52.0,0.0,0.0
14706,29_1_0_20170117134713969.jpg,29.0,1.0,0.0
1838,62_0_0_20170111204633236.jpg,62.0,0.0,0.0
198,60_0_2_20170109010253649.jpg,60.0,0.0,2.0
22401,42_0_2_20170117130543345.jpg,42.0,0.0,2.0
16407,52_0_0_20170117190844398.jpg,52.0,0.0,0.0
21304,16_0_4_20170103205822811.jpg,16.0,0.0,4.0
10139,35_0_3_20170117154016470.jpg,35.0,0.0,3.0
11566,24_1_4_20170104005830151.jpg,24.0,1.0,4.0
19678,68_0_1_20170111224026548.jpg,68.0,0.0,1.0
14057,50_0_0_20170116183942841.jpg,50.0,0.0,0.0
22303,13_0_2_20170103201417686.jpg,13.0,0.0,2.0
7096,16_0_0_20170110232818695.jpg,16.0,0.0,0.0
631,1_0_4_20161221203008320.jpg,1.0,0.0,4.0
3345,40_0_0_20170117134408032.jpg,40.0,0.0,0.0
2164,29_1_1_20170116173431601.jpg,29.0,1.0,1.0
2130,26_1_4_20170117200419213.jpg,26.0,1.0,4.0
8918,55_0_1_20170117170627262.jpg,55.0,0.0,1.0
8435,23_1_3_20170119164555733.jpg,23.0,1.0,3.0
12328,38_0_2_20170120220104632.jpg,38.0,0.0,2.0
12072,30_1_3_20170104232927250.jpg,30.0,1.0,3.0
5456,24_1_3_20170104234737428.jpg,24.0,1.0,3.0
11937,37_1_1_20170117164315529.jpg,37.0,1.0,1.0
19344,36_1_3_20170117183328934.jpg,36.0,1.0,3.0
22588,8_1_0_20170109202738358.jpg,8.0,1.0,0.0
17573,28_1_1_20170117020424778.jpg,28.0,1.0,1.0
23424,26_0_2_20170116175441103.jpg,26.0,0.0,2.0
19603,29_1_0_20170104172544539.jpg,29.0,1.0,0.0
341,26_1_3_20170117174439983.jpg,26.0,1.0,3.0
21152,45_0_1_20170113154750024.jpg,45.0,0.0,1.0
17146,27_0_0_20170117202105807.jpg,27.0,0.0,0.0
13526,26_0_1_20170116231231576.jpg,26.0,0.0,1.0
16555,13_0_0_20170110225513115.jpg,13.0,0.0,0.0
22194,29_0_1_20170117194151643.jpg,29.0,0.0,1.0
5064,18_0_0_20170110231228322.jpg,18.0,0.0,0.0
2158,69_0_1_20170116205546933.jpg,69.0,0.0,1.0
5376,60_1_0_20170110141351728.jpg,60.0,1.0,0.0
12413,24_0_2_20170104020112732.jpg,24.0,0.0,2.0
7808,65_1_0_20170110141104816.jpg,65.0,1.0,0.0
6133,60_0_2_20170117160025977.jpg,60.0,0.0,2.0
728,14_1_0_20170109204304326.jpg,14.0,1.0,0.0
6050,25_1_0_20170103163054063.jpg,25.0,1.0,0.0
17557,48_0_0_20170117183518783.jpg,48.0,0.0,0.0
845,29_0_3_20170119183457486.jpg,29.0,0.0,3.0
6900,54_1_3_20170104220907782.jpg,54.0,1.0,3.0
4796,45_0_0_20170117185722081.jpg,45.0,0.0,0.0
17459,74_0_2_20170105174417462.jpg,74.0,0.0,2.0
18537,5_1_0_20170109191946614.jpg,5.0,1.0,0.0
17756,34_0_1_20170113173021417.jpg,34.0,0.0,1.0
11476,23_0_0_20170116221710870.jpg,23.0,0.0,0.0
5428,29_0_1_20170117094755752.jpg,29.0,0.0,1.0
18698,16_0_0_20170110232040957.jpg,16.0,0.0,0.0
20856,43_1_1_20170113001944659.jpg,43.0,1.0,1.0
209,25_1_1_20170112234214983.jpg,25.0,1.0,1.0
8832,61_0_0_20170111171747577.jpg,61.0,0.0,0.0
19270,1_1_2_20161219162730478.jpg,1.0,1.0,2.0
16891,26_1_3_20170119193149977.jpg,26.0,1.0,3.0
17712,26_1_2_20170116220837093.jpg,26.0,1.0,2.0
16572,15_1_4_20170103233441003.jpg,15.0,1.0,4.0
23549,3_1_3_20161219230204712.jpg,3.0,1.0,3.0
12508,17_0_1_20170113151030175.jpg,17.0,0.0,1.0
9977,22_1_1_20170112230530733.jpg,22.0,1.0,1.0
3585,46_1_0_20170105172747597.jpg,46.0,1.0,0.0
2432,1_1_2_20161219162526135.jpg,1.0,1.0,2.0
23498,54_0_0_20170120223243212.jpg,54.0,0.0,0.0
11939,46_0_3_20170119183130575.jpg,46.0,0.0,3.0
10684,23_1_3_20170119164458614.jpg,23.0,1.0,3.0
7618,26_0_0_20170117144510833.jpg,26.0,0.0,0.0
8466,26_0_3_20170119180511092.jpg,26.0,0.0,3.0
17102,29_1_3_20170104232729436.jpg,29.0,1.0,3.0
20774,52_1_0_20170109013524205.jpg,52.0,1.0,0.0
4226,60_1_0_20170110160643720.jpg,60.0,1.0,0.0
5786,25_1_3_20170119171917192.jpg,25.0,1.0,3.0
15240,17_1_4_20170103233523157.jpg,17.0,1.0,4.0
2294,1_1_3_20161220145435951.jpg,1.0,1.0,3.0
14920,32_1_0_20170109003522801.jpg,32.0,1.0,0.0
12277,36_1_1_20170113013001026.jpg,36.0,1.0,1.0
14779,38_1_0_20170104200929513.jpg,38.0,1.0,0.0
11189,25_1_0_20170103175619551.jpg,25.0,1.0,0.0
5607,66_1_1_20170110153026621.jpg,66.0,1.0,1.0
18242,22_0_3_20170119162941062.jpg,22.0,0.0,3.0
12879,1_0_3_20161220142918568.jpg,1.0,0.0,3.0
18582,50_1_0_20170104185100237.jpg,50.0,1.0,0.0
21770,1_0_2_20161219195334724.jpg,1.0,0.0,2.0
16788,8_1_1_20170113000012514.jpg,8.0,1.0,1.0
14592,33_1_0_20170112235509832.jpg,33.0,1.0,0.0
17618,13_1_0_20170109214402325.jpg,13.0,1.0,0.0
11394,30_1_2_20170116201615061.jpg,30.0,1.0,2.0
20610,32_1_0_20170105173150717.jpg,32.0,1.0,0.0
8873,17_0_0_20170120133328941.jpg,17.0,0.0,0.0
18476,68_0_0_20170117172938504.jpg,68.0,0.0,0.0
15212,8_1_3_20161220220642802.jpg,8.0,1.0,3.0
21164,25_0_1_20170117165420219.jpg,25.0,0.0,1.0
4173,55_0_0_20170117185733289.jpg,55.0,0.0,0.0
20516,76_1_2_20170110143551965.jpg,76.0,1.0,2.0
7000,23_1_4_20170103212744381.jpg,23.0,1.0,4.0
5173,82_1_2_20170110183005747.jpg,82.0,1.0,2.0
14003,34_0_3_20170119171311776.jpg,34.0,0.0,3.0
7316,77_1_0_20170110160644117.jpg,77.0,1.0,0.0
14864,26_1_2_20170109002645487.jpg,26.0,1.0,2.0
11287,62_0_2_20170112220447152.jpg,62.0,0.0,2.0
3593,35_0_1_20170117175744492.jpg,35.0,0.0,1.0
8927,1_0_3_20161219230132696.jpg,1.0,0.0,3.0
13742,27_1_1_20170116171146677.jpg,27.0,1.0,1.0
12495,54_0_0_20170120223347588.jpg,54.0,0.0,0.0
15648,23_1_0_20170112234244982.jpg,23.0,1.0,0.0
17969,28_1_0_20170116000534759.jpg,28.0,1.0,0.0
186,31_0_2_20170117120426927.jpg,31.0,0.0,2.0
12965,58_0_0_20170104213136437.jpg,58.0,0.0,0.0
3089,26_0_1_20170113175217148.jpg,26.0,0.0,1.0
21840,8_1_0_20170104005606487.jpg,8.0,1.0,0.0
1289,13_1_0_20170109204325267.jpg,13.0,1.0,0.0
17583,48_1_0_20170117173924359.jpg,48.0,1.0,0.0
17952,18_0_0_20170110232030603.jpg,18.0,0.0,0.0
11210,28_1_2_20170116164649902.jpg,28.0,1.0,2.0
11323,38_0_3_20170119160316259.jpg,38.0,0.0,3.0
4737,24_1_0_20170117194528243.jpg,24.0,1.0,0.0
5087,16_1_3_20170104223040239.jpg,16.0,1.0,3.0
